off_id,agribalyse_en,agribalyse_fr
fr:puree-de-tomates-vertes,"Tomato coulis, canned (tomato puree semi-reduced 11%)","Tomate, coulis, appertisé (purée de tomates mi-réduite à 11%)"
fr:quinoa-cuit,"Quinoa, boiled/cooked in water, unsalted","Quinoa, bouilli/cuit à l'eau, non salé"
en:black-grape,"Grape, red, raw","Raisin noir, cru"
fr:rascasse,"Spiny scorpionfish, raw","Rascasse, crue"
fr:reblochon-aop,"Reblochon cheese, from cow's milk",Reblochon
fr:rhum-blanc-agricole,Rum,Rhum
fr:riz-basmati-demi-complet-issu-de-l-agriculture-biologique,"Rice, brown, raw","Riz complet, cru"
fr:riz-blanc-thailandais,"Rice, raw","Riz blanc, cru"
fr:riz-complet-etuve,"Rice, brown, raw","Riz complet, cru"
en:germinated-brown-rice,"Rice, brown, raw","Riz complet, cru"
fr:riz-de-camargue-long-blanc-biologique,"Rice, raw","Riz blanc, cru"
fr:riz-long-semi-complet,"Rice, brown, raw","Riz complet, cru"
fr:riz-long-semi-complet-issu-de-l-agriculture-biologique,"Rice, brown, raw","Riz complet, cru"
fr:riz-rond-blanc,"Rice, raw","Riz blanc, cru"
fr:riz-rond-blanc-bio,"Rice, raw","Riz blanc, cru"
fr:riz-rond-complet,"Rice, brown, raw","Riz complet, cru"
fr:riz-rond-demi-complet,"Rice, brown, raw","Riz complet, cru"
fr:riz-rouge-complet-thai-au-jasmin,"Rice, red, raw","Riz rouge, cru"
en:germinated-red-rice,"Rice, red, raw","Riz rouge, cru"
fr:riz-rouge-long-complet,"Rice, red, raw","Riz rouge, cru"
fr:riz-sauvage-cuit,"Wild rice, cooked, unsalted","Riz sauvage, cuit, non salé"
fr:riz-semi-complet,"Rice, brown, raw","Riz complet, cru"
fr:riz-thai-complet-etuve,"Rice, brown, raw","Riz complet, cru"
fr:riz-thai-hom-mali-demi-complet-etuve,"Rice, brown, raw","Riz complet, cru"
fr:rognons-de-porc,"Kidney, pork, raw","Rognon, porc, cru"
fr:safran-en-poudre,Saffron,Safran
fr:salade-melangee-verte-et-rouge,"Green salad, raw, without seasoning","Salade verte, crue, sans assaisonnement"
en:summer-savory,"Savory, dried","Sarriette, séchée"
fr:sauce-hamburger,"Burger sauce, prepacked","Sauce burger, préemballée"
fr:sauce-tomate-cuite,"Tomato sauce, with onions, prepacked","Sauce tomate aux oignons, préemballée"
fr:sauce-tomate-cuite,"Tomato sauce, w olives, prepacked","Sauce tomate aux olives, préemballée"
fr:sauce-tomate-cuite,"Tomato sauce, w mushrooms, prepacked","Sauce tomate aux champignons, préemballée"
fr:sauce-tomate-cuite,"Tomato sauce, w vegetables, prepacked","Sauce tomate aux petits légumes, préemballée"
en:pork-sausage,"Sausage meat, pure pork, raw","Chair à saucisse, pur porc, crue"
fr:saucisse-de-strasbourg,Strasbourg sausage,Saucisse de Strasbourg ou Knack
fr:saucisses-de-toulouse-grillees,"Toulouse sausage, cooked","Saucisse de Toulouse, cuite"
fr:saucisson-de-porc,"Dry sausage, pure pork",Saucisson sec pur porc
fr:saucisson-de-porc,"Dry sausage, pure pork, superior quality","Saucisson sec pur porc, qualité supérieure"
fr:saucisson-de-porc,Dry sausage,Saucisson sec
en:pineapple-segments,"Pineapple, pulp, raw","Ananas, pulpe, cru"
fr:semoule-blanche-de-ble-dur,"Durum wheat semolina, raw","Semoule de blé dur, crue"
fr:semoule-blanche-de-ble-dur-biologique-de-sicile,"Durum wheat semolina, raw","Semoule de blé dur, crue"
fr:semoule-de-ble-dur-blanche-biologique,"Durum wheat semolina, raw","Semoule de blé dur, crue"
fr:semoule-de-ble-dur-precuite,"Couscous (durum wheat semolina pre-cooked with steam), cooked, unsalted","Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée"
fr:semoule-de-ble-dur-selectionnee,"Durum wheat semolina, raw","Semoule de blé dur, crue"
fr:semoule-de-ble-tendre,"Durum wheat semolina, raw","Semoule de blé dur, crue"
fr:semoule-de-mais-precuite,"Polenta or Maize/corn semolina, pre-cooked, dried","Polenta ou semoule de maïs, précuite, sèche"
fr:spiruline-crue,"Spirulina, (spirulina sp.), dried","Spiruline (Spirulina sp.), séchée ou déshydratée"
fr:steak-hache,"Beef, minced steak, 15% fat, raw","Bœuf, steak haché 15% MG, cru"
fr:steak-hache,"Beef, minced steak, 20% fat, raw","Bœuf, steak haché 20% MG, cru"
fr:steak-hache,"Beef, minced steak, 10% fat, raw","Bœuf, steak haché 10% MG, cru"
fr:steak-hache,"Beef, minced steak, 5% fat, raw","Bœuf, steak haché 5% MG, cru"
fr:sucre-blond,"Sugar, brown",Sucre roux
en:blonde-cane-sugar,"Sugar, brown",Sucre roux
fr:sucre-candi,"Sugar, white",Sucre blanc
fr:sucre-caramelise-en-poudre,"Sugar, white",Sucre blanc
en:sugar-cube,"Sugar, white",Sucre blanc
en:powdered-sugar,"Sugar, white",Sucre blanc
fr:sucre-mi-blanc-de-canne,"Sugar, brown",Sucre roux
en:nib-sugar,"Sugar, white",Sucre blanc
fr:sucre-roux-de-canne-en-poudre,"Sugar, brown",Sucre roux
en:caster-sugar,"Sugar, white",Sucre blanc
en:vanilla-sugar,"Sugar, vanilla flavoured",Sucre vanillé
fr:sucre-vanilline,"Sugar, vanilla flavoured",Sucre vanillé
fr:surimi-a-base-de-proteines-de-muscles-de-poisson,"Surimi, on sticks, in slices or grated, crab flavour","Surimi, bâtonnets, tranche ou râpé saveur crabe"
fr:thon-au-naturel,"Tuna, plain, canned, drained","Thon, au naturel, appertisé, égoutté"
fr:ventreches-de-thon,"Tuna, roasted/baked","Thon, rôti/cuit au four"
en:turkey-thigh-meat,"Turkey, leg, meat only, raw","Dinde, cuisse, viande sans peau, crue"
fr:viande-de-cuisse-de-poulet,"Chicken, leg, meat, raw","Poulet, cuisse, viande, cru"
fr:viande-de-dinde-halal,"Turkey, meat, raw","Dinde, viande, crue"
fr:viande-de-dinde-traitee-en-salaison,"Turkey, meat, roasted/baked","Dinde, viande, rôtie/cuite au four"
fr:viande-de-dinde-traitee-en-salaison,"Turkey, meat, raw","Dinde, viande, crue"
fr:viande-de-haut-de-cuisse-de-poulet-sans-peau,"Chicken high leg, meat, raw","Poulet, haut de cuisse, viande, cru"
fr:viande-de-poitrine-de-poulet,"Chicken, breast, meat and skin, raw","Poulet, poitrine, viande et peau, cru"
fr:viande-de-poulet-rotie,"Chicken, meat, raw","Poulet, viande, crue"
fr:viande-de-poulet-separee-mecaniquement,"Chicken, meat, raw","Poulet, viande, crue"
fr:viande-de-poulet-traitee-en-salaison,"Chicken, meat, raw","Poulet, viande, crue"
fr:viande-de-poulet-traitee-en-salaison-cuite,"Salt curing roast poultry, cooked","Rôti de volaille en salaison, cuit"
fr:viande-de-poulet-traitee-en-salaison-et-precuite,"Salt curing roast poultry, cooked","Rôti de volaille en salaison, cuit"
fr:viande-de-volaille-traitee-en-salaison,"Salt curing roast poultry, cooked","Rôti de volaille en salaison, cuit"
fr:viande-et-gras-de-mouton,"Mutton, meat, raw","Mouton, viande, crue"
en:minced-beef,"Burger, beef based, 15% fat, raw","Haché à base de bœuf ou Préparation de viande hachée de boeuf, 15% MG, cru"
fr:vin-doux-naturel,"Wine, white, sweet",Vin doux
en:balsamic-vinegar-of-modena,"Vinegar, balsamic",Vinaigre balsamique
grilled-yellow,Vinegar,Vinaigre
en:nut,"Almond, (with peel)",Amande (avec peau)
en:nut,Hazelnut,Noisette
en:nut,"Pistachio nut, grilled","Pistache, grillée"
en:nut,Macadamia nut,Noix de macadamia
en:nut,"Cashew nut, grilled, salted","Noix de cajou, grillée, salée"
en:nut,Pecan nut,Noix de pécan
en:tapioca-flour,"Tapioca, raw","Tapioca ou Perles du Japon, cru"
fr:semoule-de-ble-dur-rehydratee,"Couscous (durum wheat semolina pre-cooked with steam), cooked, unsalted","Couscous (semoule de blé dur roulée précuite à la vapeur), cuite, non salée"
en:beef-meat,"Beef, cheek, raw","Boeuf, joue, crue"
en:beef-meat,"Beef, sirloin steak, raw","Boeuf, faux-filet, cru"
en:beef-meat,"Beef, rib steak, raw","Boeuf, entrecôte, crue"
en:beef-meat,"Beef, knuckle, raw","Boeuf, jarret, cru"
en:beef-meat,"Beef, shoulder, raw","Boeuf, épaule, crue"
en:beef-meat,"Beef, thin flank, raw","Boeuf, hampe, crue"
en:beef-meat,"Beef, sirloin steak, red label, raw","Boeuf, faux-filet, label rouge, cru"
en:beef-meat,"Beef, rib, raw","Boeuf, côte, crue"
en:beef-meat,"Beef, minced steak, 20% fat, raw","Bœuf, steak haché 20% MG, cru"
en:beef-meat,"Beef, minced steak, 5% fat, raw","Bœuf, steak haché 5% MG, cru"
en:beef-meat,"Beef, short ribs, raw","Boeuf, plat de côtes, cru"
en:beef-meat,"Beef, round, raw","Boeuf, gîte à la noix, cru"
en:beef-meat,"Beef, minced steak, 15% fat, raw","Bœuf, steak haché 15% MG, cru"
en:beef-meat,"Beef, minced steak, 10% fat, raw","Bœuf, steak haché 10% MG, cru"
en:beef-meat,"Beef, topside, raw","Boeuf, tende de tranche, crue"
en:chicken-egg,"Egg, raw","Oeuf, cru"
en:fresh-egg,"Egg, raw","Oeuf, cru"
en:free-range-chicken-eggs,"Egg, raw","Oeuf, cru"
en:chocolate-filling,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:chocolate-filling,Milk chocolate bar,"Chocolat au lait, tablette"
en:citrus-fruit-juice,"Orange juice, home-made","Jus d'orange, maison"
en:coffee-beans,"Coffee, ground","Café, moulu"
en:cow-s-milk,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
en:cow-s-milk,"Milk, whole, UHT","Lait entier, UHT"
en:dark-chocolate-chunks,"Dark chocolate bar, without sugar and with artificial sweeteners","Chocolat noir sans sucres ajoutés, avec édulcorants, en tablette"
en:dark-chocolate-chunks,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:dark-chocolate-chunks,"Dark chocolate bar, less than 70% cocoa","Chocolat noir à moins de 70% de cacao, à croquer, tablette"
en:dark-chocolate-chunks,"Dark chocolate bar, more than 70% cocoa","Chocolat noir à 70% cacao minimum, extra, dégustation, tablette"
en:durum-wheat-flour,"Durum wheat semolina, raw","Semoule de blé dur, crue"
en:eggs-yolk-powder-from-free-range-hens,"Egg yolk, powder","Oeuf, jaune (jaune d'oeuf), en poudre"
en:flaked-almonds,"Almond, (with peel)",Amande (avec peau)
en:flour,"Wheat flour, type 55 (for bread)",Farine de blé tendre ou froment T55 (pour pains)
en:flour,"Wheat flour, type 150",Farine de blé tendre ou froment T150
en:flour,"Wheat flour, type 55 (for pastry)",Farine de blé tendre ou froment T45 (pour pâtisserie)
en:flour,"Wheat flour, type 65",Farine de blé tendre ou froment T65
en:flour,"Wheat flour, type 110",Farine de blé tendre ou froment T110
en:flour,"Wheat flour, type 80",Farine de blé tendre ou froment T80
en:fortified-wheat-flour,"Wheat flour, type 55 (for bread)",Farine de blé tendre ou froment T55 (pour pains)
en:fortified-wheat-flour,"Wheat flour, type 150",Farine de blé tendre ou froment T150
en:fortified-wheat-flour,"Wheat flour, type 55 (for pastry)",Farine de blé tendre ou froment T45 (pour pâtisserie)
en:fortified-wheat-flour,"Wheat flour, type 65",Farine de blé tendre ou froment T65
en:fortified-wheat-flour,"Wheat flour, type 110",Farine de blé tendre ou froment T110
en:fortified-wheat-flour,"Wheat flour, type 80",Farine de blé tendre ou froment T80
en:fresh-cream,"Thick cream 30% fat, refrigerated","Crème de lait, 30% MG, épaisse, rayon frais"
en:fresh-cream,"Liquid cream 30% fat, UHT","Crème de lait, 30% MG, semi-épaisse, UHT"
en:fresh-cream,"Liquid cream, light, 15-20% fat, UHT","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT"
en:fresh-organic-pasteurised-semi-skimmed-milk,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
en:fresh-whole-milk,"Milk, whole, UHT","Lait entier, UHT"
en:fresh-whole-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:ginger-puree,"Ginger, raw","Gingembre, racine crue"
en:grenache,"Wine, red, 12°",Vin rouge 12°
en:grenache,"Wine, red, 13°",Vin rouge 13°
en:grenache,"Wine, red, 11°",Vin rouge 11°
en:grenache,"Wine, red, 10°",Vin rouge 10°
en:haymilk,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
en:haymilk,"Milk, whole, UHT","Lait entier, UHT"
en:lamb-meat,"Lamb, chop fillet, raw","Agneau, côte filet, crue"
en:lamb-meat,"Lamb, rib chop, raw","Agneau, côte première, crue"
en:lamb-meat,"Lamb, shoulder, lean, raw","Agneau, épaule, maigre, crue"
en:lamb-meat,"Lamb, shoulder, raw","Agneau, épaule, crue"
en:lamb-meat,"Lamb, neck, raw","Agneau, collier, cru"
en:lamb-meat,"Lamb, cutlet, raw","Agneau, côtelette, crue"
en:lamb-meat,"Lamb, saddle, raw","Agneau, selle, crue"
en:lamb-meat,"Lamb, leg, raw","Agneau, gigot, cru"
en:lemon-zest,"Lemon zest, raw","Citron, zeste, cru"
en:muscadelle,"Grape, raw","Raisin, cru"
en:muscadelle,"Grape, red, raw","Raisin noir, cru"
en:muscadelle,"Grape, white, raw","Raisin blanc, à gros grain (type Italia ou Dattier), cru"
en:organic-apricot,"Apricot, pitted, raw","Abricot, dénoyauté, cru"
en:organic-carrots,"Carrot, raw","Carotte, crue"
en:organic-fennel,"Fennel, raw","Fenouil, cru"
en:organic-green-lentils,"Lentil, green, dried","Lentille verte, sèche"
en:organic-green-lentils,"Green lentil, cooked","Lentille verte, cuite"
en:organic-potato-from-france,"New potato, raw","Pomme de terre nouvelle, crue"
en:organic-potato-from-france,"Potato, peeled, raw","Pomme de terre, sans peau, crue"
en:tomato-puree,"Tomato puree, canned","Tomate, purée, appertisée"
en:potato-powder,"Potato flakes, dehydrated, plain","Pomme de terre, flocons déshydratés, nature"
en:pure-cocoa-butter-chocolate,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:pure-cocoa-butter-chocolate,Milk chocolate bar,"Chocolat au lait, tablette"
en:red-raspberries,"Raspberry, raw","Framboise, crue"
en:soya-bean,"Soybean, whole grain","Soja, graine entière"
en:white-quinoa,"Quinoa, raw","Quinoa, cru"
en:whole-liquid-pasteurised-egg,"Egg, raw","Oeuf, cru"
fr:amidon-modifie-de-mais-visqueux,Maize/corn starch,Amidon de maïs ou fécule de maïs
fr:lait-de-montagne-partiellement-ecreme,"Milk, semi-skimmed, UHT","Lait demi-écrémé, UHT"
fr:marrons-ue,"Chestnut, canned","Châtaigne ou Marron, appertisé"
fr:noisettes-avec-peau,Hazelnut,Noisette
fr:oeufs-frais-de-poule,"Egg, raw","Oeuf, cru"
en:raw-milk,"Milk, whole, UHT","Lait entier, UHT"
en:raw-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:raw-cow-s-milk,"Milk, whole, UHT","Lait entier, UHT"
en:raw-cow-s-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:raw-whole-cow-s-milk,"Milk, whole, UHT","Lait entier, UHT"
en:raw-whole-cow-s-milk,"Milk, whole, pasteurised","Lait entier, pasteurisé"
en:unrefined-cane-sugar,"Sugar, brown",Sucre roux
en:northern-prawn,"Shrimp or prawn, raw","Crevette, crue"
en:northern-prawn,"deep water pink shrimp, raw","Crevette rose, crue"
en:naturally-carbonated-natural-mineral-water,"Water, mineral, non-carbonated, EDEN","Eau minérale Eden (La Goa), embouteillée, non gazeuse, faiblement minéralisée (Suisse)"
en:cereal-flour,"Wheat flour, type 55 (for bread)",Farine de blé tendre ou froment T55 (pour pains)
en:cereal-flour,"Wheat flour, type 150",Farine de blé tendre ou froment T150
en:cereal-flour,"Wheat flour, type 55 (for pastry)",Farine de blé tendre ou froment T45 (pour pâtisserie)
en:cereal-flour,"Wheat flour, type 65",Farine de blé tendre ou froment T65
en:cereal-flour,"Wheat flour, type 110",Farine de blé tendre ou froment T110
en:cereal-flour,"Wheat flour, type 80",Farine de blé tendre ou froment T80
en:chocolate-powder,"Dark chocolate bar, more than 40% cocoa, for cooking","Chocolat noir à 40% de cacao minimum, à pâtisser, tablette"
en:chocolate-powder,Milk chocolate bar,"Chocolat au lait, tablette"
en:spice-extract,Mix of 4 spices,Quatre épices
en:tamari,"Soy sauce, prepacked","Sauce soja, préemballée"
en:durum-wheat-semolina-pasta,"Dried pasta, raw","Pâtes sèches standard, crues"
en:acid-whey,"Milk, powder, skimmed","Lait en poudre, écrémé"
en:amaranth-flour,"Amaranth, raw","Amarante, crue"
en:atlantic-cod,"Cod, raw","Cabillaud, cru"
en:baby-lima-beans,"Lima bean, raw","Haricot de Lima, cru"
en:black-beans,"Beans, mung, mature, seeds, dry","Haricot mungo, sec"
en:blanches-almonds,"Almond, (with peel)",Amande (avec peau)
en:blanches-almonds,"Almond, peeled, unpeeled or blanched","Amande, mondée, émondée ou blanchie"
en:brown-sugar,"Sugar, brown",Sucre roux
en:chili-puree,"Chili pepper, raw","Piment, cru"
en:chum-salmon,"Salmon, raw, farmed","Saumon, cru, élevage"
en:coconut-flakes,"Coconut, kernel, dried","Noix de coco, amande, sèche"
en:concentrated-lemon-juice,"Orange juice, home-made","Jus d'orange, maison"
en:concentrated-orange-juice,"Orange juice, home-made","Jus d'orange, maison"
en:concentrated-whey-protein,"Milk, powder, skimmed","Lait en poudre, écrémé"
en:cream-from-normandy,"Thick cream 30% fat, refrigerated","Crème de lait, 30% MG, épaisse, rayon frais"
en:cream-from-normandy,"Liquid cream 30% fat, UHT","Crème de lait, 30% MG, semi-épaisse, UHT"
en:cream-from-normandy,"Liquid cream, light, 15-20% fat, UHT","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT"
en:cream-powder,"Thick cream 30% fat, refrigerated","Crème de lait, 30% MG, épaisse, rayon frais"
en:cream-powder,"Liquid cream 30% fat, UHT","Crème de lait, 30% MG, semi-épaisse, UHT"
en:cream-powder,"Liquid cream, light, 15-20% fat, UHT","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT"
en:crushed-tomato,"Tomato, peeled, canned, drained","Tomate, pelée, appertisée, égouttée"
en:dehydrated-onion,"Onion, dried","Oignon, séché"
en:dried-dill,"Dill, fresh","Aneth, frais"
en:filtered-whey-powder,"Milk, powder, skimmed","Lait en poudre, écrémé"
en:fresh-water-fish,"Freshwater bream, raw","Brème, cru"
en:fried-onion,"Onion, cooked","Oignon, cuit"
en:green-onion,"Onion, raw","Oignon, cru"
en:grilled-aubergines,"Eggplant, raw","Aubergine, crue"
en:large-lima-beans,"Lima bean, raw","Haricot de Lima, cru"
en:lentil-flour,"Lentil, dried","Lentille, sèche"
en:lima-beans,"Lima bean, raw","Haricot de Lima, cru"
en:malted-barley,"Barley, whole, raw","Orge entière, crue"
en:melted-emmental-cheese,"Emmental cheese, from cow's milk",Emmental ou emmenthal
en:millet,"Millet, whole","Mil entier, cru"
en:mustard-seed,Mustard,Moutarde
en:non-hydrogenated-palm-fat,Palm oil,"Huile de palme, sans précision"
en:non-hydrogenated-palm-fat,"Palm oil, refined",Huile de palme raffinée
en:oak-leaf-lettuce,"Lamb's lettuce, raw","Mâche, crue"
en:onion-powder,"Onion, dried","Oignon, séché"
en:pak-choi,"Chinese cabbage (nappa cabbage or bok choy), raw","Chou chinois ou pak-choi ou pé-tsai, cru"
en:palm-kernel-fat,Palm oil,"Huile de palme, sans précision"
en:pasteurized-cream,"Thick cream 30% fat, refrigerated","Crème de lait, 30% MG, épaisse, rayon frais"
en:pasteurized-cream,"Liquid cream 30% fat, UHT","Crème de lait, 30% MG, semi-épaisse, UHT"
en:pasteurized-cream,"Liquid cream, light, 15-20% fat, UHT","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT"
en:pasteurized-milk-and-cream,"Thick cream 30% fat, refrigerated","Crème de lait, 30% MG, épaisse, rayon frais"
en:pasteurized-milk-and-cream,"Liquid cream 30% fat, UHT","Crème de lait, 30% MG, semi-épaisse, UHT"
en:pasteurized-milk-and-cream,"Liquid cream, light, 15-20% fat, UHT","Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT"
