OFF_FR,CIQUAL_FR,CIQUAL_INDEX_FR,OFF_EN,CIQUAL_EN,OFF_ID,CIQUAL_ID
Matière grasse végétale,"Matière grasse mélangée (végétale et laitière) à 50-63% MG, demi-sel",Le Fleurier demi-sel,Vegetable fat,"Blended fat (vegetable and animal origins), 50-63% fat, lightly salted",en:vegetable-fat,16744
Matière grasse végétale,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG, demi-sel",St Hubert demi-sel,Vegetable fat,"Blended fat (vegetable and animal origins), spreadable, 30-40% fat, lightly salted",en:vegetable-fat,16746
Jus de légumes,"Jus de légumes, pur jus (aliment moyen)",Jus de légumes,Vegetable juice,Vegetable juice (average),en:vegetable-juice,2075
Huile végétale,Huile végétale (aliment moyen),Huile,Vegetable oil,Vegetable oil (average),en:vegetable-oil,17001
Huiles et graisses végétales,"Matière grasse mélangée (végétale et laitière), à tartiner, à 30-40% MG",St Hubert,Vegetable oil and fat,"Blended fat (vegetable and animal origins), spreadable, 30-40% fat",en:vegetable-oil-and-fat,16745
Viande de cerf,"Cerf, cru","Cerf, cru",Venison,"Venison (hart), raw",en:venison,14006
Vermicelle,"Vermicelle de riz, sèche","Vermicelle de riz, sèche",Vermicelli,"Rice noodle, dried",en:vermicelli,9900
Vermicelle,Vermicelles multicolores,Vermicelles multicolores,Vermicelli,Multi-coloured  vermicelli,en:vermicelli,11510
Vermicelle,"Vermicelle de soja, sèche","Vermicelle de soja, sèche",Vermicelli,"Soy vermicelli or soy noodle, dried",en:vermicelli,9902
Vermouth,Apéritif à base de vin ou vermouth,Apéritif à base de vin ou vermouth,Vermouth,Wine-based aperitif,en:vermouth,1007
Vinaigrette,"Sauce vinaigrette (50 à 75% d'huile), préemballée",Sauce vinaigrette (50 à 75% d'huile),Vinaigrette,"Salad dressing, (50-75% of oil), prepacked",en:vinaigrette,11110
Vinaigrette,"Sauce vinaigrette allégée en MG (25 à 50% d'huile), préemballée",Sauce vinaigrette allégée en MG (25 à 50% d'huile),Vinaigrette,"Salad dressing, reduced fat (25-50% of oil), prepacked",en:vinaigrette,11109
Vinaigre,Vinaigre,Vinaigre,Vinegar,Vinegar,en:vinegar,11018
Concombres au vinaigre,"Cornichon, au vinaigre",Cornichon,Vinegar cucumbers,"Gherkin, pickled in vinegar",en:vinegar-cucumbers,11004
Cornichons au vinaigre,"Cornichon, au vinaigre",Cornichon,Vinegar gherkin,"Gherkin, pickled in vinegar",en:vinegar-gherkin,11004
Huile vierge de noisette,Huile de noisette,Huile de noisette,Virgin hazelnut oil,Hazelnut oil,en:virgin-hazelnut-oil,17210
Huile d'olive vierge,Huile d'olive vierge extra,Huile d'olive vierge extra,Virgin olive oil,"Olive oil, extra virgin",en:virgin-olive-oil,17270
Eau minérale naturelle volvic,"Eau minérale Volvic, embouteillée, non gazeuse, faiblement minéralisée (Volvic, 63)",Volvic,Volvic natural mineral water,"Mineral still water (Volvic), bottled, lightly mineralized",en:volvic-natural-mineral-water,76057
Pain azyme,Pain (aliment moyen),Pain,Wafers,Bread (average),en:wafer,7000
Gaufre,"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée",Gaufre moelleuse nature ou sucrée,Waffle,"Soft waffle (Brussels-style), plain or with sugar, prepacked",en:waffle,23851
Gaufre,"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée",Gaufre croustillante nature ou sucrée,Waffle,"Wafer biscuit, crunchy (thin or dry), plain or with sugar, prepacked",en:waffle,23853
Wakamé,"Wakamé (Undaria pinnatifida), séchée ou déshydratée",Wakamé,Wakame,"Wakame (Undaria pinnatifida), dried or dehydrated",en:wakame,20984
Wakamé,"Wakamé atlantique (Alaria esculenta), séchée ou déshydratée",Wakamé,Wakame,"Atlantic wakame (Alaria esculenta), dried or dehydrated",en:wakame,20999
Cerneaux de noix,"Noix, séchée, cerneaux",Noix,Wallnuts shelled,"Walnut, dried, husked",en:walnut-kernel,15005
Noix,"Noix, fraîche",Noix fraîche,Walnut,"Walnut, fresh",en:walnut,15023
Noix,"Noix, séchée, cerneaux",Noix,Walnut,"Walnut, dried, husked",en:walnut,15005
Huile de noix,Huile de noix,Huile de noix,Walnut oil,Walnut oil,en:walnut-oil,17220
Eau,Eau du robinet,Eau du robinet,Water,"Water, municipal",en:water,18066
Cresson,"Cresson alénois, cru",Cresson alénois,Watercress,"Garden cress, raw",en:watercress,20199
Cresson,"Cresson de fontaine, cru",Cresson de fontaine,Watercress,"Watercress, raw",en:watercress,20022
Pastèque,"Pastèque, pulpe, crue",Pastèque,Watermelon,"Watermelon, pulp, raw",en:watermelon,13036
Cèpe jaune des pins,"Champignon, cèpe, cru",Cèpe,Weeping bolete,"Cep or boletus mushroom, raw",en:weeping-bolete,20160
Ciboule,"Ciboule ou Ciboulette, fraîche",Ciboulette,Welsh onion,"Chive or spring onion, fresh",en:welsh-onion,11003
Blé,"Blé tendre entier ou froment, cru","Blé tendre entier ou froment, cru",Wheat,"Wheat, whole, raw",en:wheat,9010
Son de blé,Son de blé,Son de blé,Wheat bran,Wheat bran,en:wheat-bran,9621
Farine de blé,Farine de blé tendre ou froment T110,Farine de blé T110,Wheat flour,"Wheat flour, type 110",en:wheat-flour,9410
Farine de blé,Farine de blé tendre ou froment T150,Farine de blé T150,Wheat flour,"Wheat flour, type 150",en:wheat-flour,9415
Farine de blé,Farine de blé tendre ou froment T45 (pour pâtisserie),Farine de blé T45 (pour pâtisserie),Wheat flour,"Wheat flour, type 55 (for pastry)",en:wheat-flour,9440
Farine de blé,Farine de blé tendre ou froment T80,Farine de blé T80,Wheat flour,"Wheat flour, type 80",en:wheat-flour,9445
Farine de blé,Farine de blé tendre ou froment T65,Farine de blé T65,Wheat flour,"Wheat flour, type 65",en:wheat-flour,9435
Farine de blé,Farine de blé tendre ou froment T55 (pour pains),Farine de blé T55 (pour pains),Wheat flour,"Wheat flour, type 55 (for bread)",en:wheat-flour,9436
Germe de blé,Germe de blé,Germe de blé,Wheat germ,Wheat germ,en:wheat-germ,9660
Semoule de blé,"Semoule de blé dur, crue","Semoule de blé dur, crue",Wheat semolina,"Durum wheat semolina, raw",en:wheat-semolina,9610
Amidon de froment,Amidon de riz,Amidon de riz,Wheat starch,Rice starch,en:wheat-starch,96781
Crème fouettée,"Crème chantilly, sous pression, UHT",Crème chantilly,Whipped cream,"Whipped cream or Chantilly cream, under pressure, UHT",en:whipped-cream,19420
Whisky,Whisky,Whisky,Whiskey,Whisky,en:whiskey,1005
Asperges blanches,"Asperge, blanche ou violette, pelée, crue",Asperge,White asparagus,"Asparagus, white or purple, peeled, raw",en:white-asparagus,20282
Vinaigre balsamique blanc,Vinaigre balsamique,Vinaigre balsamique,White balsamic vinegar,"Vinegar, balsamic",en:white-balsamic-vinegar,11091
Riz basmati blanc,"Riz thaï ou basmati, cru","Riz thaï ou basmati, cru",White basmati rice,"Basmati rice, raw",en:white-basmati-rice,9119
Haricots blancs,"Haricot blanc, cuit",Haricot blanc,White beans,"Haricot bean, cooked",en:white-beans,20502
Haricots blancs,"Haricot blanc, sec","Haricot blanc, sec",White beans,"Haricot bean, dry",en:white-beans,20501
Chou blanc,"Chou blanc, cru",Chou blanc,White cabbage,"White cabbage, raw",en:white-cabbage,20116
Sucre de canne blond,Sucre blanc,Sucre,White cane sugar,"Sugar, white",en:white-cane-sugar,31016
Sucre de canne blond du Brésil,Sucre blanc,Sucre,White cane sugar from Brazil,"Sugar, white",en:white-cane-sugar-from-brazil,31016
Chocolat blanc,"Chocolat blanc, tablette",Chocolat blanc,White chocolate,White chocolate bar,en:white-chocolate,31010
Farine de maïs blanc,Farine de maïs,Farine de maïs,White corn flour,Maize/corn flour,en:white-corn-flour,9545
,Vinaigre,Vinaigre,White distilled vinegar,Vinegar,en:white-distilled-vinegar,11018
Raisin blanc,"Raisin blanc, à gros grain (type Italia ou Dattier), cru",Raisin blanc,White grape,"Grape, white, raw",en:white-grape,13044
Jus de raisin blanc,"Jus de raisin, pur jus",Jus de raisin,White grape juice,"Grape juice, pure juice",en:white-grape-juice,2016
Poivre blanc,"Poivre blanc, poudre",Poivre blanc,White pepper,"White pepper, powder",en:white-pepper,11019
Riz blanc,"Riz blanc, cru","Riz blanc, cru",White rice,"Rice, raw",en:white-rice,9100
Rhum blanc,Rhum,Rhum,White rum,Rum,en:white-rum,1004
Sucre blanc,Sucre blanc,Sucre,White sugar,"Sugar, white",en:white-sugar,31016
Vin blanc,Vin blanc (sec),Vin blanc,White wine,"Wine, white, dry",en:white-wine,5215
Vin blanc de France,Vin blanc (sec),Vin blanc,White wine from France,"Wine, white, dry",en:white-wine-from-france,5215
Vinaigre de vin blanc,Vinaigre,Vinaigre,White wine vinegar,Vinegar,en:white-wine-vinegar,11018
Crevette à pattes blanches,"Crevette, cuite",Crevette,Whiteleg shrimp,"Shrimp or prawn, cooked",en:whiteleg-shrimp,10007
Merlan,"Merlan, cru","Merlan, cru",Whiting,"Whiting, raw",en:whiting,26095
Lait de vache entier,"Lait entier, UHT",Lait entier,Whole cow's milk,"Milk, whole, UHT",en:whole-cow-s-milk,19023
Lait de vache entier,"Lait entier, pasteurisé",Lait entier,Whole cow's milk,"Milk, whole, pasteurised",en:whole-cow-s-milk,19024
Semoule de blé dur complète,"Semoule de blé dur, crue","Semoule de blé dur, crue",Whole durum wheat semolina,"Durum wheat semolina, raw",en:whole-durum-wheat-semolina,9610
Lait entier de chèvre,"Lait de chèvre, entier, cru",Lait de chèvre,Whole goat's milk,"Goat milk, whole, raw",en:whole-goat-s-milk,19202
Lait entier de chèvre,"Lait de chèvre, entier, UHT",Lait de chèvre,Whole goat's milk,"Goat milk, whole, UHT",en:whole-goat-s-milk,19200
,"Riz complet, cru","Riz complet, cru",Whole grain brown rice,"Rice, brown, raw",en:whole-grain-brown-rice,9102
,Kéfir,Kéfir,Whole kefir,Kefir,en:whole-kefir,19865
Lait entier,"Lait entier, UHT",Lait entier,Whole milk,"Milk, whole, UHT",en:whole-milk,19023
Lait entier,"Lait entier, pasteurisé",Lait entier,Whole milk,"Milk, whole, pasteurised",en:whole-milk,19024
Lait entier en poudre,"Lait en poudre, entier","Lait en poudre, entier",Whole milk powder,"Milk, powder, whole",en:whole-milk-powder,19021
Framboises entières,"Framboise, crue",Framboise,Whole raspberry,"Raspberry, raw",en:whole-raspberry,13015
Blé complet,"Blé tendre entier ou froment, cru","Blé tendre entier ou froment, cru",Whole wheat,"Wheat, whole, raw",en:whole-wheat,9010
Blé complet,"Blé dur entier, cru",Blé dur entier cru,Whole wheat,"Durum wheat, whole, raw",en:whole-wheat,9060
Farine de blé complète,Farine de blé tendre ou froment T110,Farine de blé T110,Whole wheat flour,"Wheat flour, type 110",en:whole-wheat-flour,9410
,"Blé tendre entier ou froment, cru","Blé tendre entier ou froment, cru",Whole wheat groats,"Wheat, whole, raw",en:whole-wheat-groats,9010
Yaourt entier,Yaourt ou spécialité laitière nature ou aux fruits (aliment moyen),Yaourt,Whole yogurt,"Yoghurt, plain or fruit (average)",en:whole-yogurt,19624
Farine complète d'orge,Farine d'orge,Farine d'orge,Wholemeal barley flour,Barley flour,en:wholemeal-barley-flour,9550
Avoine complète,"Avoine, crue",Avoine,Wholemeal oat,"Oat, raw",en:wholemeal-oat,9310
Farine d'avoine complète,"Avoine, crue",Avoine,Wholemeal oat flour,"Oat, raw",en:wholemeal-oat-flour,9310
Farine de seigle complète,Farine de seigle T170,Farine de seigle T170,Wholemeal rye flour,"Rye flour, type 170",en:wholemeal-rye-flour,9530
Farine complète d'épeautre,Farine d'épeautre (grand épeautre),Farine d'épeautre,Wholemeal spelt flour,Spelt flour,en:wholemeal-spelt-flour,9480
Riz sauvage,"Riz sauvage, cru","Riz sauvage, cru",Wild rice,"Wild rice, raw",en:wild-rice,9108
Miel de fleurs sauvages,Miel,Miel,Wildflower honey,Honey,en:wildflower-honey,31008
Vin,Vin (aliment moyen),Vin,Wine,Wine (average),en:wine,5210
Vinaigre de vin,Vinaigre,Vinaigre,Wine vinegar,Vinegar,en:wine-vinegar,11018
Levure,Levure alimentaire,Levure alimentaire,Yeast,Nutritional yeast,en:yeast,11009
Levure,"Levure de boulanger, compressée","Levure de boulanger, compressée",Yeast,"Baker's yeast, compressed",en:yeast,11010
Levure,"Levure de boulanger, déshydratée","Levure de boulanger, déshydratée",Yeast,"Baker's yeast, dehydrated",en:yeast,11045
Farine de maïs jaune,Farine de maïs,Farine de maïs,Yellow corn flour,Maize/corn flour,en:yellow-corn-flour,9545
Poivron jaune,"Poivron jaune, cru","Poivron jaune, cru",Yellow pepper,"Sweet pepper, yellow, raw",en:yellow-bell-pepper,20168
Thon albacore,"Thon albacore ou thon jaune, cru","Thon albacore ou thon jaune, cru",Yellowfin tuna,"Yellowfin tuna, raw",en:yellowfin-tuna,26064
Yaourt,"Yaourt à la grecque, au lait de brebis","Yaourt à la grecque, au lait de brebis",Yogurt,"Yogurt, Greek-style, ewe's milk",en:yogurt,19550
Yaourt,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus","Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus",Yogurt,"Fermented milk or dairy specialty, yogurt type, plain, with bifidus",en:yogurt,19546
Ail frais,"Ail, cru",Ail,,"Garlic, fresh",fr:ail-frais,11000
Ail semoule,"Ail séché, poudre",Ail,,"Garlic, powder, dried",fr:ail-semoule,11023
Ail semoule déshydraté,"Ail séché, poudre",Ail,,"Garlic, powder, dried",fr:ail-semoule-deshydrate,11023
Amidon de blé partiellement modifié,Amidon de riz,Amidon de riz,,Rice starch,fr:amidon-de-ble-partiellement-modifie,96781
Amidon de maïs cireux,Amidon de maïs ou fécule de maïs,Maizéna,,Maize/corn starch,fr:amidon-de-mais-cireux,9510
Amidon modifié de maïs cireux,Amidon de riz,Amidon de riz,,Rice starch,fr:amidon-modifie-de-mais-cireux,96781
Amidons de blé et de pomme de terre,Fécule de pomme de terre,Fécule de pomme de terre,,Potato starch,fr:amidons-de-ble-et-de-pomme-de-terre,4090
Amidons modifiés de maïs et de pomme de terre,Fécule de pomme de terre,Fécule de pomme de terre,,Potato starch,fr:amidons-modifies-de-mais-et-de-pomme-de-terre,4090
Anchois salés,"Anchois commun, cru",Anchois,,"Common anchovy, raw",fr:anchois-sales,26079
Aubergine préfrite,"Aubergine, cuite",Aubergine cuite,,"Eggplant, cooked",fr:aubergine-prefrite,20002
Aubergines frites,"Aubergine, cuite",Aubergine cuite,,"Eggplant, cooked",fr:aubergines-frites,20002
Baies de cassis,"Cassis, cru",Cassis,,"Black currant, raw",fr:baies-de-cassis,13007
Barde de porc,"Porc, bardière découennée, crue",Bardière de porc,,"Pork, back fat, rindless, raw",fr:barde-de-porc,28470
Barre de chocolat au lait,"Chocolat, en tablette (aliment moyen)",Chocolat,,Chocolate bar,fr:barre-de-chocolat-au-lait,31120
Basilic en poudre,"Basilic, frais",Basilic,,"Basil, fresh",fr:basilic-en-poudre,11033
Beurre d'isigny AOP,"Beurre à 82% MG, doux",Beurre,,"Butter, 82% fat, unsalted",fr:beurre-d-isigny-aop,16400
Beurre de cacao cru,Beurre de cacao,Beurre de cacao,,Cocoa butter,fr:beurre-de-cacao-cru,16030
Beurre de cacao émulsifiant,Beurre de cacao,Beurre de cacao,,Cocoa butter,fr:beurre-de-cacao-emulsifiant,16030
Beurre de cuisine,"Beurre à 82% MG, doux",Beurre,,"Butter, 82% fat, unsalted",fr:beurre-de-cuisine,16400
Beurre demi-sel,"Beurre à 80% MG, demi-sel",Beurre demi-sel,,"Butter, 80% fat, lightly salted",fr:beurre-demi-sel,16402
Beurre laitier,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",Beurre,,"Butter, unknown fat content , unsalted (average)",fr:beurre-laitier,16414
Beurre pasteurisé doux,"Beurre ou assimilé à teneur en matière grasse inconnue, doux (aliment moyen)",Beurre,,"Butter, unknown fat content , unsalted (average)",fr:beurre-pasteurise-doux,16414
Bière blonde,Bière faiblement alcoolisée (3° alcool),Bière 3,,"Beer, low alcohol-content (3° alcohol)",fr:biere-blonde,5008
Biscuit d'enrobage,Biscuit pour bébé,Biscuit  bébé,,Biscuit for baby,fr:biscuit-d-enrobage,24689
Blanc d'œuf frais,"Oeuf, blanc (blanc d'oeuf), cuit","Blanc d'œuf, cuit",,"Egg white, cooked",fr:blanc-d-oeuf-frais,22008
Blanc d'œuf liquide pasteurisé,"Oeuf, blanc (blanc d'oeuf), cuit","Blanc d'œuf, cuit",,"Egg white, cooked",fr:blanc-d-oeuf-liquide-pasteurise,22008
Blanc de poulet,Jambon de poulet ou Blanc de poulet en tranche,Jambon de poulet,,"Chicken cooked ham, in slices",en:chicken-breast,28963
Blanc de poulet cuit de qualite superieure traite en salaison et filet interne de poulet,Jambon de poulet ou Blanc de poulet en tranche,Jambon de poulet,,"Chicken cooked ham, in slices",fr:blanc-de-poulet-cuit-de-qualite-superieure-traite-en-salaison-et-filet-interne-de-poulet,28963
Blé dur concassé,"Frik (blé dur immature concassé), cru","Frik (blé dur immature concassé), cru",,"Frik (crushed immature durum wheat), raw",fr:ble-dur-concasse,51510
Blé dur concassé précuit,"Frik (blé dur immature concassé), cru","Frik (blé dur immature concassé), cru",,"Frik (crushed immature durum wheat), raw",fr:ble-dur-concasse-precuit,51510
Blé dur précuit,"Blé dur précuit, entier, cru",Ebly cru,,"Wheat, whole, pre-cooked, raw",fr:ble-dur-precuit,9080
Blé dur précuit concassé,"Frik (blé dur immature concassé), cru","Frik (blé dur immature concassé), cru",,"Frik (crushed immature durum wheat), raw",fr:ble-dur-precuit-concasse,51510
Blé malté concassé,"Frik (blé dur immature concassé), cru","Frik (blé dur immature concassé), cru",,"Frik (crushed immature durum wheat), raw",fr:ble-malte-concasse,51510
Bleu,Fromage bleu de Bresse allegé environ 15% MG,Bleu,,"Bresse blue cheese, from cow's milk, reduced fat, around 15% fat",fr:bleu,12528
Bleu,Fromage bleu d'Auvergne,Fromage bleu d'Auvergne,,"Auvergne blue cheese, from cow's milk",fr:bleu,12521
Bleu,Fromage bleu des Causses,Bleu,,"Causses blue cheese, from cow's milk",fr:bleu,12523
Bleu,Fromage bleu au lait de vache,Fromage bleu au lait de vache,,"Blue cheese, from cow's milk",fr:bleu,12520
Bleu,Bleu de Gex ou Fromage bleu du Haut-jura ou Bleu de septmoncel (AOC),Bleu de Gex,,"Gex blue cheese, or Jura blue cheese or Septmoncel blue cheese, from cow's milk",fr:bleu,12526
Bleu,Fromage bleu de Bresse,Fromage bleu de Bresse,,"Bresse blue cheese, from cow's milk",fr:bleu,12527
Bouillon de porc,"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",Bouillon,,"Broth, stock or bouillon, meat and vegetables, with fat, dehydrated",en:pork-stock,25970
Bouillon de porc,"Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté",Bouillon,,"Broth, stock or bouillon, meat and vegetables, defatted, dehydrated",en:pork-stock,25971
Bouillon de porc,"Bouillon de viande et légumes type pot-au-feu, prêt à consommer",Bouillon de viande et légumes type pot-au-feu,,"Broth, stock or bouillon, meat and vegetables, dehydrated and reconstituted",en:pork-stock,25909
Bouillon de porc,"Bouillon de viande et légumes type pot-au-feu, déshydraté","Bouillon de viande et légumes type pot-au-feu, cube",,"Broth, stock or bouillon, meat and vegetables, dehydrated",en:pork-stock,25918
